Timestamp, R, G, B
2024-05-26 00:00:28, R: 3, G: 0, B: 5
2024-05-26 00:01:28, R: 4, G: 0, B: 5
2024-05-26 00:02:28, R: 3, G: 0, B: 5
2024-05-26 00:03:28, R: 3, G: 0, B: 4
2024-05-26 00:04:28, R: 3, G: 0, B: 4
2024-05-26 00:05:28, R: 3, G: 0, B: 4
2024-05-26 00:06:28, R: 3, G: 0, B: 5
2024-05-26 00:07:28, R: 3, G: 0, B: 5
2024-05-26 00:08:28, R: 3, G: 0, B: 5
2024-05-26 00:09:28, R: 3, G: 0, B: 5
2024-05-26 00:10:28, R: 3, G: 0, B: 5
2024-05-26 00:11:28, R: 3, G: 0, B: 5
2024-05-26 00:12:28, R: 3, G: 0, B: 4
2024-05-26 00:13:28, R: 3, G: 0, B: 4
2024-05-26 00:14:28, R: 3, G: 0, B: 4
2024-05-26 00:15:28, R: 3, G: 0, B: 4
2024-05-26 00:16:28, R: 3, G: 0, B: 4
2024-05-26 00:17:28, R: 3, G: 0, B: 4
2024-05-26 00:18:28, R: 3, G: 0, B: 4
2024-05-26 00:19:28, R: 3, G: 0, B: 4
2024-05-26 00:20:28, R: 2, G: 0, B: 4
2024-05-26 00:21:28, R: 2, G: 0, B: 4
2024-05-26 00:22:28, R: 2, G: 0, B: 4
2024-05-26 00:23:28, R: 2, G: 0, B: 4
2024-05-26 00:24:28, R: 2, G: 0, B: 4
2024-05-26 00:25:28, R: 2, G: 0, B: 3
2024-05-26 00:26:28, R: 1, G: 0, B: 3
2024-05-26 00:27:28, R: 1, G: 0, B: 3
2024-05-26 00:28:28, R: 1, G: 0, B: 3
2024-05-26 00:29:28, R: 1, G: 0, B: 3
2024-05-26 00:30:28, R: 1, G: 0, B: 3
2024-05-26 00:31:28, R: 1, G: 0, B: 3
2024-05-26 00:32:28, R: 2, G: 0, B: 4
2024-05-26 00:33:28, R: 2, G: 0, B: 3
2024-05-26 00:34:28, R: 2, G: 0, B: 3
2024-05-26 00:35:28, R: 1, G: 0, B: 3
2024-05-26 00:36:28, R: 1, G: 0, B: 3
2024-05-26 00:37:28, R: 1, G: 0, B: 4
2024-05-26 00:38:28, R: 1, G: 0, B: 4
2024-05-26 00:39:28, R: 2, G: 0, B: 5
2024-05-26 00:40:28, R: 2, G: 0, B: 5
2024-05-26 00:41:28, R: 1, G: 0, B: 3
2024-05-26 00:42:28, R: 1, G: 0, B: 3
2024-05-26 00:43:28, R: 1, G: 0, B: 3
2024-05-26 00:44:28, R: 1, G: 0, B: 3
2024-05-26 00:45:28, R: 1, G: 0, B: 3
2024-05-26 00:46:28, R: 1, G: 0, B: 3
2024-05-26 00:47:28, R: 1, G: 0, B: 3
2024-05-26 00:48:28, R: 1, G: 0, B: 3
2024-05-26 00:49:28, R: 1, G: 0, B: 3
2024-05-26 00:50:28, R: 1, G: 0, B: 3
2024-05-26 00:51:28, R: 1, G: 0, B: 3
2024-05-26 00:52:28, R: 1, G: 0, B: 3
2024-05-26 00:53:28, R: 1, G: 0, B: 3
2024-05-26 00:54:28, R: 1, G: 0, B: 3
2024-05-26 00:55:28, R: 1, G: 0, B: 3
2024-05-26 00:56:28, R: 1, G: 0, B: 3
2024-05-26 00:57:28, R: 1, G: 0, B: 3
2024-05-26 00:58:28, R: 1, G: 0, B: 3
2024-05-26 00:59:28, R: 1, G: 0, B: 3
2024-05-26 01:00:28, R: 1, G: 0, B: 3
2024-05-26 01:01:28, R: 1, G: 0, B: 3
2024-05-26 01:02:28, R: 1, G: 0, B: 3
2024-05-26 01:03:28, R: 1, G: 0, B: 3
2024-05-26 01:04:28, R: 1, G: 0, B: 3
2024-05-26 01:05:28, R: 1, G: 0, B: 3
2024-05-26 01:06:28, R: 1, G: 0, B: 3
2024-05-26 01:07:28, R: 1, G: 0, B: 3
2024-05-26 01:08:28, R: 1, G: 0, B: 3
2024-05-26 01:09:28, R: 1, G: 0, B: 3
2024-05-26 01:10:28, R: 1, G: 0, B: 3
2024-05-26 01:11:28, R: 1, G: 0, B: 3
2024-05-26 01:12:28, R: 1, G: 0, B: 3
2024-05-26 01:13:28, R: 1, G: 0, B: 3
2024-05-26 01:14:28, R: 0, G: 0, B: 3
2024-05-26 01:15:28, R: 0, G: 0, B: 3
2024-05-26 01:16:28, R: 0, G: 0, B: 3
2024-05-26 01:17:28, R: 1, G: 0, B: 3
