Timestamp, R, G, B
2024-04-14 00:00:59, R: 2, G: 0, B: 4
2024-04-14 00:01:59, R: 1, G: 0, B: 4
2024-04-14 00:02:59, R: 2, G: 0, B: 4
2024-04-14 00:03:59, R: 2, G: 0, B: 4
2024-04-14 00:04:59, R: 2, G: 0, B: 5
2024-04-14 00:05:59, R: 2, G: 0, B: 4
2024-04-14 00:06:59, R: 2, G: 0, B: 4
2024-04-14 00:07:59, R: 2, G: 0, B: 5
2024-04-14 00:08:59, R: 2, G: 0, B: 5
2024-04-14 00:09:59, R: 2, G: 0, B: 5
2024-04-14 00:10:59, R: 2, G: 0, B: 5
2024-04-14 00:11:59, R: 2, G: 0, B: 5
2024-04-14 00:12:59, R: 2, G: 0, B: 5
2024-04-14 00:13:59, R: 2, G: 0, B: 5
2024-04-14 00:14:59, R: 2, G: 0, B: 4
2024-04-14 00:15:59, R: 2, G: 0, B: 5
2024-04-14 00:16:59, R: 2, G: 0, B: 4
2024-04-14 00:17:59, R: 2, G: 0, B: 4
2024-04-14 00:18:59, R: 1, G: 0, B: 4
2024-04-14 00:19:59, R: 2, G: 0, B: 4
2024-04-14 00:20:59, R: 2, G: 0, B: 4
2024-04-14 00:21:59, R: 1, G: 0, B: 4
2024-04-14 00:22:59, R: 1, G: 0, B: 4
2024-04-14 00:23:59, R: 1, G: 0, B: 4
2024-04-14 00:24:59, R: 1, G: 0, B: 4
2024-04-14 00:25:59, R: 2, G: 0, B: 4
2024-04-14 00:26:59, R: 2, G: 0, B: 4
2024-04-14 00:27:59, R: 2, G: 0, B: 4
2024-04-14 00:28:59, R: 2, G: 0, B: 5
2024-04-14 00:29:59, R: 2, G: 0, B: 4
2024-04-14 00:30:59, R: 2, G: 0, B: 4
2024-04-14 00:31:59, R: 2, G: 0, B: 4
2024-04-14 00:32:59, R: 2, G: 0, B: 5
2024-04-14 00:33:59, R: 2, G: 0, B: 5
2024-04-14 00:34:59, R: 2, G: 0, B: 4
2024-04-14 00:35:59, R: 2, G: 0, B: 5
2024-04-14 00:36:59, R: 2, G: 0, B: 5
2024-04-14 00:37:59, R: 2, G: 0, B: 5
2024-04-14 00:38:59, R: 2, G: 0, B: 5
2024-04-14 00:39:59, R: 2, G: 0, B: 5
2024-04-14 00:40:59, R: 3, G: 0, B: 5
2024-04-14 00:41:59, R: 2, G: 0, B: 5
2024-04-14 00:42:59, R: 2, G: 0, B: 5
2024-04-14 00:43:59, R: 3, G: 0, B: 5
2024-04-14 00:44:59, R: 2, G: 0, B: 5
2024-04-14 00:45:59, R: 2, G: 0, B: 5
2024-04-14 00:46:59, R: 2, G: 0, B: 5
2024-04-14 00:47:59, R: 1, G: 0, B: 4
2024-04-14 00:48:59, R: 2, G: 0, B: 5
2024-04-14 00:49:59, R: 2, G: 0, B: 5
2024-04-14 00:50:59, R: 2, G: 0, B: 4
2024-04-14 00:51:59, R: 2, G: 0, B: 5
2024-04-14 00:52:59, R: 2, G: 0, B: 5
2024-04-14 00:53:59, R: 2, G: 0, B: 4
2024-04-14 00:54:59, R: 2, G: 0, B: 4
2024-04-14 00:55:59, R: 2, G: 0, B: 4
2024-04-14 00:56:59, R: 2, G: 0, B: 5
2024-04-14 00:57:59, R: 2, G: 0, B: 5
2024-04-14 00:58:59, R: 2, G: 0, B: 5
2024-04-14 00:59:59, R: 2, G: 0, B: 5
2024-04-14 01:00:59, R: 2, G: 0, B: 5
2024-04-14 01:01:59, R: 2, G: 0, B: 5
2024-04-14 01:02:59, R: 2, G: 0, B: 5
2024-04-14 01:03:59, R: 2, G: 0, B: 5
2024-04-14 01:04:59, R: 2, G: 0, B: 5
2024-04-14 01:05:59, R: 2, G: 0, B: 4
2024-04-14 01:06:59, R: 2, G: 0, B: 4
2024-04-14 01:07:59, R: 2, G: 0, B: 5
2024-04-14 01:08:59, R: 2, G: 0, B: 5
2024-04-14 01:09:59, R: 2, G: 0, B: 5
2024-04-14 01:10:59, R: 2, G: 0, B: 5
2024-04-14 01:11:59, R: 2, G: 0, B: 5
2024-04-14 01:12:59, R: 2, G: 0, B: 5
2024-04-14 01:13:59, R: 2, G: 0, B: 5
2024-04-14 01:14:59, R: 2, G: 0, B: 5
2024-04-14 01:15:59, R: 2, G: 0, B: 4
2024-04-14 01:16:59, R: 1, G: 0, B: 4
2024-04-14 01:17:59, R: 2, G: 0, B: 5
2024-04-14 01:18:59, R: 2, G: 0, B: 5
2024-04-14 01:19:59, R: 2, G: 0, B: 4
2024-04-14 01:20:59, R: 2, G: 0, B: 5
2024-04-14 01:21:59, R: 2, G: 0, B: 5
2024-04-14 01:22:59, R: 2, G: 0, B: 5
2024-04-14 01:23:59, R: 2, G: 0, B: 5
2024-04-14 01:24:59, R: 2, G: 0, B: 5
2024-04-14 01:25:59, R: 2, G: 0, B: 4
2024-04-14 01:26:59, R: 2, G: 0, B: 5
