Timestamp, R, G, B
2024-04-19 00:00:28, R: 2, G: 1, B: 5
2024-04-19 00:01:28, R: 2, G: 1, B: 5
2024-04-19 00:02:28, R: 2, G: 1, B: 5
2024-04-19 00:03:28, R: 3, G: 1, B: 6
2024-04-19 00:04:28, R: 3, G: 1, B: 6
2024-04-19 00:05:28, R: 3, G: 1, B: 5
2024-04-19 00:06:28, R: 2, G: 1, B: 5
2024-04-19 00:07:28, R: 2, G: 1, B: 5
2024-04-19 00:08:28, R: 2, G: 1, B: 5
2024-04-19 00:09:28, R: 3, G: 1, B: 5
2024-04-19 00:10:28, R: 2, G: 1, B: 5
2024-04-19 00:11:28, R: 3, G: 1, B: 5
2024-04-19 00:12:28, R: 3, G: 1, B: 6
2024-04-19 00:13:28, R: 3, G: 1, B: 6
2024-04-19 00:14:28, R: 3, G: 1, B: 6
2024-04-19 00:15:28, R: 2, G: 1, B: 5
2024-04-19 00:16:28, R: 2, G: 1, B: 5
2024-04-19 00:17:28, R: 2, G: 1, B: 5
2024-04-19 00:18:28, R: 2, G: 1, B: 5
2024-04-19 00:19:28, R: 2, G: 1, B: 5
2024-04-19 00:20:28, R: 2, G: 1, B: 5
2024-04-19 00:21:28, R: 2, G: 1, B: 5
2024-04-19 00:22:28, R: 2, G: 1, B: 5
2024-04-19 00:23:28, R: 2, G: 0, B: 5
2024-04-19 00:24:28, R: 2, G: 1, B: 5
2024-04-19 00:25:28, R: 2, G: 1, B: 5
2024-04-19 00:26:28, R: 2, G: 1, B: 5
2024-04-19 00:27:28, R: 3, G: 1, B: 6
2024-04-19 00:28:28, R: 2, G: 1, B: 5
2024-04-19 00:29:28, R: 2, G: 1, B: 5
2024-04-19 00:30:28, R: 2, G: 1, B: 5
2024-04-19 00:31:28, R: 2, G: 1, B: 5
2024-04-19 00:32:28, R: 2, G: 1, B: 5
2024-04-19 00:33:28, R: 3, G: 1, B: 6
2024-04-19 00:34:28, R: 2, G: 1, B: 5
2024-04-19 00:35:28, R: 2, G: 1, B: 5
2024-04-19 00:36:28, R: 2, G: 1, B: 5
2024-04-19 00:37:28, R: 2, G: 1, B: 5
2024-04-19 00:38:28, R: 2, G: 1, B: 5
2024-04-19 00:39:28, R: 3, G: 1, B: 6
2024-04-19 00:40:28, R: 2, G: 1, B: 5
2024-04-19 00:41:28, R: 2, G: 1, B: 5
2024-04-19 00:42:28, R: 2, G: 1, B: 5
2024-04-19 00:43:28, R: 2, G: 1, B: 5
2024-04-19 00:44:28, R: 2, G: 1, B: 5
2024-04-19 00:45:28, R: 2, G: 1, B: 5
2024-04-19 00:46:28, R: 2, G: 1, B: 5
2024-04-19 00:47:28, R: 2, G: 1, B: 5
2024-04-19 00:48:28, R: 2, G: 1, B: 5
2024-04-19 00:49:28, R: 2, G: 1, B: 5
2024-04-19 00:50:28, R: 2, G: 0, B: 5
2024-04-19 00:51:28, R: 2, G: 1, B: 5
2024-04-19 00:52:28, R: 2, G: 1, B: 5
2024-04-19 00:53:28, R: 3, G: 1, B: 6
2024-04-19 00:54:28, R: 3, G: 1, B: 6
2024-04-19 00:55:28, R: 3, G: 1, B: 6
2024-04-19 00:56:28, R: 2, G: 1, B: 5
2024-04-19 00:57:28, R: 3, G: 1, B: 6
2024-04-19 00:58:28, R: 2, G: 1, B: 5
2024-04-19 00:59:28, R: 2, G: 1, B: 5
2024-04-19 01:00:28, R: 2, G: 1, B: 5
2024-04-19 01:01:28, R: 2, G: 1, B: 5
2024-04-19 01:02:28, R: 2, G: 1, B: 5
2024-04-19 01:03:28, R: 2, G: 1, B: 5
2024-04-19 01:04:28, R: 2, G: 1, B: 5
2024-04-19 01:05:28, R: 2, G: 1, B: 5
2024-04-19 01:06:28, R: 2, G: 1, B: 5
2024-04-19 01:07:28, R: 2, G: 1, B: 5
2024-04-19 01:08:28, R: 2, G: 1, B: 5
2024-04-19 01:09:28, R: 2, G: 1, B: 5
2024-04-19 01:10:28, R: 2, G: 1, B: 5
2024-04-19 01:11:28, R: 2, G: 1, B: 5
2024-04-19 01:12:28, R: 2, G: 1, B: 5
2024-04-19 01:13:28, R: 2, G: 1, B: 5
2024-04-19 01:14:28, R: 2, G: 1, B: 5
2024-04-19 01:15:28, R: 2, G: 1, B: 5
2024-04-19 01:16:28, R: 2, G: 1, B: 5
2024-04-19 01:17:28, R: 2, G: 1, B: 5
2024-04-19 01:18:28, R: 2, G: 1, B: 5
2024-04-19 01:19:28, R: 2, G: 1, B: 5
2024-04-19 01:20:28, R: 2, G: 1, B: 5
2024-04-19 01:21:28, R: 2, G: 1, B: 5
2024-04-19 01:22:28, R: 2, G: 1, B: 5
2024-04-19 01:23:28, R: 2, G: 1, B: 5
2024-04-19 01:24:28, R: 2, G: 1, B: 5
2024-04-19 01:25:28, R: 2, G: 1, B: 5
2024-04-19 01:26:28, R: 2, G: 1, B: 5
2024-04-19 01:27:28, R: 3, G: 1, B: 6
2024-04-19 01:28:28, R: 2, G: 1, B: 5
2024-04-19 01:29:28, R: 3, G: 1, B: 5
2024-04-19 01:30:28, R: 3, G: 1, B: 6
2024-04-19 01:31:28, R: 3, G: 1, B: 6
2024-04-19 01:32:28, R: 2, G: 1, B: 5
2024-04-19 01:33:28, R: 2, G: 1, B: 5
2024-04-19 01:34:28, R: 2, G: 1, B: 5
2024-04-19 01:35:28, R: 3, G: 1, B: 5
2024-04-19 01:36:28, R: 2, G: 1, B: 5
2024-04-19 01:37:28, R: 2, G: 1, B: 5
2024-04-19 01:38:28, R: 3, G: 1, B: 6
2024-04-19 01:39:28, R: 2, G: 1, B: 5
2024-04-19 01:40:28, R: 2, G: 1, B: 5
2024-04-19 01:41:28, R: 2, G: 1, B: 5
2024-04-19 01:42:28, R: 2, G: 1, B: 5
2024-04-19 01:43:28, R: 3, G: 1, B: 6
2024-04-19 01:44:28, R: 2, G: 1, B: 5
2024-04-19 01:45:28, R: 3, G: 1, B: 5
2024-04-19 01:46:28, R: 3, G: 1, B: 6
2024-04-19 01:47:28, R: 3, G: 1, B: 5
2024-04-19 01:48:28, R: 3, G: 1, B: 5
2024-04-19 01:49:28, R: 3, G: 1, B: 6
2024-04-19 01:50:29, R: 2, G: 1, B: 5
2024-04-19 01:51:29, R: 2, G: 1, B: 5
2024-04-19 01:52:29, R: 2, G: 1, B: 5
2024-04-19 01:53:29, R: 3, G: 1, B: 6
2024-04-19 01:54:29, R: 3, G: 1, B: 5
2024-04-19 01:55:29, R: 2, G: 1, B: 5
2024-04-19 01:56:29, R: 2, G: 1, B: 5
2024-04-19 01:57:29, R: 2, G: 1, B: 5
2024-04-19 01:58:29, R: 2, G: 1, B: 5
2024-04-19 01:59:29, R: 3, G: 1, B: 6
2024-04-19 02:00:29, R: 2, G: 1, B: 5
2024-04-19 02:01:29, R: 2, G: 1, B: 5
2024-04-19 02:02:29, R: 3, G: 1, B: 5
2024-04-19 02:03:29, R: 3, G: 1, B: 5
2024-04-19 02:04:29, R: 2, G: 1, B: 5
2024-04-19 02:05:29, R: 2, G: 1, B: 5
2024-04-19 02:06:29, R: 2, G: 1, B: 5
2024-04-19 02:07:29, R: 3, G: 1, B: 6
2024-04-19 02:08:29, R: 3, G: 1, B: 6
2024-04-19 02:09:29, R: 2, G: 1, B: 5
2024-04-19 02:10:29, R: 3, G: 1, B: 6
2024-04-19 02:11:29, R: 2, G: 1, B: 5
2024-04-19 02:12:29, R: 2, G: 1, B: 5
2024-04-19 02:13:29, R: 2, G: 1, B: 5
2024-04-19 02:14:29, R: 2, G: 1, B: 5
2024-04-19 02:15:29, R: 2, G: 1, B: 5
2024-04-19 02:16:29, R: 2, G: 1, B: 5
2024-04-19 02:17:29, R: 2, G: 1, B: 5
2024-04-19 02:18:29, R: 2, G: 1, B: 5
2024-04-19 02:19:29, R: 2, G: 1, B: 5
2024-04-19 02:20:29, R: 2, G: 1, B: 5
2024-04-19 02:21:29, R: 2, G: 1, B: 5
2024-04-19 02:22:29, R: 2, G: 1, B: 5
2024-04-19 02:23:29, R: 2, G: 1, B: 5
2024-04-19 02:24:29, R: 2, G: 1, B: 5
2024-04-19 02:25:29, R: 2, G: 1, B: 5
2024-04-19 02:26:29, R: 2, G: 1, B: 5
2024-04-19 02:27:29, R: 2, G: 1, B: 5
2024-04-19 02:28:29, R: 2, G: 1, B: 5
2024-04-19 02:29:29, R: 3, G: 1, B: 5
2024-04-19 02:30:29, R: 3, G: 1, B: 5
2024-04-19 02:31:29, R: 3, G: 1, B: 5
2024-04-19 02:32:29, R: 2, G: 1, B: 5
2024-04-19 02:33:29, R: 2, G: 1, B: 5
2024-04-19 02:34:29, R: 2, G: 1, B: 5
2024-04-19 02:35:29, R: 2, G: 1, B: 5
2024-04-19 02:36:29, R: 2, G: 1, B: 5
2024-04-19 02:37:29, R: 2, G: 1, B: 5
2024-04-19 02:38:29, R: 2, G: 1, B: 5
2024-04-19 02:39:29, R: 2, G: 1, B: 5
2024-04-19 02:40:29, R: 2, G: 1, B: 5
2024-04-19 02:41:29, R: 2, G: 1, B: 5
2024-04-19 02:42:29, R: 2, G: 1, B: 5
2024-04-19 02:43:29, R: 2, G: 1, B: 5
2024-04-19 02:44:29, R: 2, G: 1, B: 5
2024-04-19 02:45:29, R: 2, G: 1, B: 5
2024-04-19 02:46:29, R: 2, G: 1, B: 5
2024-04-19 02:47:29, R: 2, G: 1, B: 5
2024-04-19 02:48:29, R: 2, G: 1, B: 5
2024-04-19 02:49:29, R: 2, G: 1, B: 5
2024-04-19 02:50:29, R: 2, G: 1, B: 5
2024-04-19 02:51:29, R: 2, G: 1, B: 5
2024-04-19 02:52:29, R: 2, G: 1, B: 5
2024-04-19 02:53:29, R: 2, G: 1, B: 5
2024-04-19 02:54:29, R: 2, G: 1, B: 5
2024-04-19 02:55:29, R: 2, G: 1, B: 5
2024-04-19 02:56:29, R: 2, G: 1, B: 5
2024-04-19 02:57:29, R: 2, G: 1, B: 5
2024-04-19 02:58:29, R: 2, G: 1, B: 5
2024-04-19 02:59:29, R: 3, G: 1, B: 5
2024-04-19 03:00:29, R: 2, G: 1, B: 5
2024-04-19 03:01:29, R: 3, G: 1, B: 5
2024-04-19 03:02:29, R: 2, G: 1, B: 5
2024-04-19 03:03:29, R: 2, G: 1, B: 5
2024-04-19 03:04:29, R: 2, G: 1, B: 5
2024-04-19 03:05:29, R: 2, G: 1, B: 5
2024-04-19 03:06:29, R: 2, G: 1, B: 5
2024-04-19 03:07:29, R: 2, G: 1, B: 5
2024-04-19 03:08:29, R: 2, G: 1, B: 5
2024-04-19 03:09:29, R: 2, G: 1, B: 5
2024-04-19 03:10:29, R: 3, G: 1, B: 5
2024-04-19 03:11:29, R: 2, G: 1, B: 5
2024-04-19 03:12:29, R: 2, G: 1, B: 5
2024-04-19 03:13:29, R: 2, G: 1, B: 5
2024-04-19 03:14:29, R: 2, G: 1, B: 5
2024-04-19 03:15:29, R: 3, G: 1, B: 5
2024-04-19 03:16:29, R: 2, G: 1, B: 5
2024-04-19 03:17:29, R: 2, G: 1, B: 5
2024-04-19 03:18:29, R: 2, G: 1, B: 5
2024-04-19 03:19:29, R: 2, G: 1, B: 5
2024-04-19 03:20:29, R: 2, G: 1, B: 5
2024-04-19 03:21:29, R: 2, G: 1, B: 5
2024-04-19 03:22:29, R: 2, G: 1, B: 5
2024-04-19 03:23:29, R: 3, G: 1, B: 5
2024-04-19 03:24:29, R: 2, G: 1, B: 5
2024-04-19 03:25:29, R: 2, G: 1, B: 6
2024-04-19 03:26:29, R: 2, G: 1, B: 5
2024-04-19 03:27:29, R: 3, G: 1, B: 5
2024-04-19 03:28:29, R: 2, G: 1, B: 5
2024-04-19 03:29:29, R: 2, G: 1, B: 5
2024-04-19 03:30:29, R: 2, G: 1, B: 5
2024-04-19 03:31:29, R: 2, G: 1, B: 5
2024-04-19 03:32:29, R: 2, G: 1, B: 5
2024-04-19 03:33:29, R: 3, G: 1, B: 6
2024-04-19 03:34:29, R: 3, G: 1, B: 6
2024-04-19 03:35:29, R: 3, G: 1, B: 5
2024-04-19 03:36:29, R: 2, G: 1, B: 5
2024-04-19 03:37:29, R: 3, G: 1, B: 6
2024-04-19 03:38:29, R: 3, G: 1, B: 6
2024-04-19 03:39:29, R: 2, G: 1, B: 6
2024-04-19 03:40:29, R: 3, G: 1, B: 6
2024-04-19 03:41:29, R: 3, G: 1, B: 6
2024-04-19 03:42:29, R: 3, G: 1, B: 6
2024-04-19 03:43:29, R: 3, G: 1, B: 6
2024-04-19 03:44:29, R: 3, G: 1, B: 6
2024-04-19 03:45:29, R: 3, G: 1, B: 6
2024-04-19 03:46:29, R: 2, G: 1, B: 6
2024-04-19 03:47:29, R: 2, G: 1, B: 5
2024-04-19 03:48:29, R: 2, G: 1, B: 6
2024-04-19 03:49:29, R: 3, G: 1, B: 6
2024-04-19 03:50:29, R: 3, G: 1, B: 6
2024-04-19 03:51:29, R: 2, G: 1, B: 6
2024-04-19 03:52:29, R: 3, G: 1, B: 6
2024-04-19 03:53:29, R: 3, G: 1, B: 6
2024-04-19 03:54:29, R: 3, G: 1, B: 6
2024-04-19 03:55:29, R: 3, G: 1, B: 7
2024-04-19 03:56:29, R: 3, G: 2, B: 7
2024-04-19 03:57:29, R: 3, G: 2, B: 8
2024-04-19 03:58:29, R: 3, G: 2, B: 9
2024-04-19 03:59:29, R: 3, G: 2, B: 10
2024-04-19 04:00:29, R: 4, G: 2, B: 11
2024-04-19 04:01:29, R: 4, G: 3, B: 11
2024-04-19 04:02:29, R: 4, G: 3, B: 12
2024-04-19 04:03:29, R: 5, G: 4, B: 14
2024-04-19 04:04:29, R: 5, G: 5, B: 15
2024-04-19 04:05:29, R: 4, G: 5, B: 15
2024-04-19 04:06:29, R: 5, G: 6, B: 17
2024-04-19 04:07:29, R: 5, G: 7, B: 19
2024-04-19 04:08:29, R: 6, G: 8, B: 20
2024-04-19 04:09:29, R: 7, G: 10, B: 23
2024-04-19 04:10:29, R: 7, G: 11, B: 25
2024-04-19 04:11:29, R: 8, G: 13, B: 28
2024-04-19 04:12:29, R: 10, G: 15, B: 32
2024-04-19 04:13:29, R: 11, G: 18, B: 35
2024-04-19 04:14:29, R: 12, G: 21, B: 40
2024-04-19 04:15:29, R: 14, G: 24, B: 46
2024-04-19 04:16:29, R: 16, G: 28, B: 52
2024-04-19 04:17:29, R: 18, G: 33, B: 59
2024-04-19 04:18:29, R: 21, G: 38, B: 66
2024-04-19 04:19:29, R: 32, G: 42, B: 73
2024-04-19 04:20:29, R: 38, G: 47, B: 83
2024-04-19 04:21:29, R: 46, G: 54, B: 92
2024-04-19 04:22:29, R: 48, G: 58, B: 94
2024-04-19 04:23:29, R: 52, G: 65, B: 101
2024-04-19 04:24:29, R: 60, G: 70, B: 108
2024-04-19 04:25:29, R: 64, G: 77, B: 113
2024-04-19 04:26:29, R: 67, G: 81, B: 116
2024-04-19 04:27:29, R: 78, G: 87, B: 122
2024-04-19 04:28:29, R: 82, G: 94, B: 123
2024-04-19 04:29:29, R: 87, G: 100, B: 125
2024-04-19 04:30:29, R: 93, G: 104, B: 127
2024-04-19 04:31:29, R: 94, G: 106, B: 128
2024-04-19 04:32:29, R: 87, G: 100, B: 123
2024-04-19 04:33:29, R: 92, G: 104, B: 125
2024-04-19 04:34:29, R: 88, G: 101, B: 122
2024-04-19 04:35:29, R: 91, G: 105, B: 125
2024-04-19 04:36:29, R: 85, G: 99, B: 120
2024-04-19 04:37:29, R: 89, G: 103, B: 122
2024-04-19 04:38:29, R: 94, G: 105, B: 123
2024-04-19 04:39:29, R: 98, G: 110, B: 126
2024-04-19 04:40:29, R: 100, G: 109, B: 125
2024-04-19 04:41:29, R: 93, G: 101, B: 119
2024-04-19 04:42:29, R: 94, G: 103, B: 119
2024-04-19 04:43:29, R: 95, G: 104, B: 121
2024-04-19 04:44:29, R: 100, G: 108, B: 122
2024-04-19 04:45:29, R: 103, G: 113, B: 124
2024-04-19 04:46:29, R: 96, G: 102, B: 117
2024-04-19 04:47:29, R: 93, G: 102, B: 118
2024-04-19 04:48:30, R: 94, G: 102, B: 119
2024-04-19 04:49:30, R: 98, G: 107, B: 120
2024-04-19 04:50:30, R: 97, G: 106, B: 120
2024-04-19 04:51:30, R: 100, G: 106, B: 121
2024-04-19 04:52:30, R: 105, G: 108, B: 121
2024-04-19 04:53:30, R: 88, G: 93, B: 108
2024-04-19 04:54:30, R: 91, G: 96, B: 117
2024-04-19 04:55:30, R: 95, G: 101, B: 119
2024-04-19 04:56:30, R: 103, G: 106, B: 120
2024-04-19 04:57:30, R: 95, G: 101, B: 114
2024-04-19 04:58:30, R: 101, G: 106, B: 117
2024-04-19 04:59:30, R: 104, G: 109, B: 119
2024-04-19 05:00:30, R: 99, G: 101, B: 114
2024-04-19 05:01:30, R: 91, G: 94, B: 110
2024-04-19 05:02:30, R: 77, G: 83, B: 107
2024-04-19 05:03:30, R: 67, G: 73, B: 100
2024-04-19 05:04:30, R: 70, G: 75, B: 105
2024-04-19 05:05:30, R: 64, G: 71, B: 100
2024-04-19 05:06:30, R: 86, G: 96, B: 120
2024-04-19 05:07:30, R: 83, G: 94, B: 120
2024-04-19 05:08:30, R: 90, G: 103, B: 123
2024-04-19 05:09:30, R: 101, G: 110, B: 126
2024-04-19 05:10:30, R: 101, G: 109, B: 126
2024-04-19 05:11:30, R: 96, G: 108, B: 125
2024-04-19 05:12:30, R: 97, G: 110, B: 126
2024-04-19 05:13:30, R: 102, G: 112, B: 127
2024-04-19 05:14:30, R: 104, G: 115, B: 129
2024-04-19 05:15:30, R: 99, G: 111, B: 126
2024-04-19 05:16:30, R: 100, G: 113, B: 127
2024-04-19 05:17:30, R: 102, G: 115, B: 129
2024-04-19 05:18:30, R: 98, G: 111, B: 125
2024-04-19 05:19:30, R: 97, G: 110, B: 125
2024-04-19 05:20:30, R: 103, G: 111, B: 125
2024-04-19 05:21:30, R: 101, G: 109, B: 125
2024-04-19 05:22:30, R: 102, G: 109, B: 123
2024-04-19 05:23:30, R: 92, G: 102, B: 123
2024-04-19 05:24:30, R: 91, G: 104, B: 124
2024-04-19 05:25:30, R: 97, G: 110, B: 125
2024-04-19 05:26:30, R: 104, G: 112, B: 126
2024-04-19 05:27:30, R: 94, G: 103, B: 120
2024-04-19 05:28:30, R: 97, G: 106, B: 121
2024-04-19 05:29:30, R: 104, G: 110, B: 120
2024-04-19 05:30:30, R: 99, G: 106, B: 118
2024-04-19 05:31:30, R: 98, G: 105, B: 118
2024-04-19 05:32:30, R: 92, G: 101, B: 117
2024-04-19 05:33:30, R: 87, G: 96, B: 117
2024-04-19 05:34:30, R: 89, G: 98, B: 117
2024-04-19 05:35:30, R: 93, G: 101, B: 118
2024-04-19 05:36:30, R: 103, G: 111, B: 120
2024-04-19 05:37:30, R: 98, G: 103, B: 118
2024-04-19 05:38:30, R: 106, G: 109, B: 119
2024-04-19 05:39:30, R: 103, G: 106, B: 121
2024-04-19 05:40:30, R: 108, G: 112, B: 122
2024-04-19 05:41:30, R: 104, G: 108, B: 116
2024-04-19 05:42:30, R: 102, G: 108, B: 117
2024-04-19 05:43:30, R: 110, G: 115, B: 120
2024-04-19 05:44:31, R: 112, G: 115, B: 119
2024-04-19 05:45:31, R: 106, G: 109, B: 113
2024-04-19 05:46:31, R: 96, G: 102, B: 110
2024-04-19 05:47:31, R: 100, G: 107, B: 113
2024-04-19 05:48:31, R: 102, G: 105, B: 111
2024-04-19 05:49:31, R: 104, G: 106, B: 114
2024-04-19 05:50:31, R: 110, G: 110, B: 113
2024-04-19 05:51:31, R: 98, G: 100, B: 106
2024-04-19 05:52:31, R: 100, G: 103, B: 111
2024-04-19 05:53:31, R: 102, G: 105, B: 115
2024-04-19 05:54:31, R: 114, G: 116, B: 120
2024-04-19 05:55:31, R: 109, G: 112, B: 116
2024-04-19 05:56:31, R: 108, G: 111, B: 114
2024-04-19 05:57:31, R: 103, G: 108, B: 115
2024-04-19 05:58:31, R: 111, G: 113, B: 116
2024-04-19 05:59:31, R: 109, G: 110, B: 114
2024-04-19 06:00:31, R: 110, G: 113, B: 115
2024-04-19 06:01:31, R: 104, G: 108, B: 113
2024-04-19 06:02:31, R: 110, G: 112, B: 117
2024-04-19 06:03:31, R: 108, G: 111, B: 115
2024-04-19 06:04:31, R: 112, G: 114, B: 116
2024-04-19 06:05:31, R: 112, G: 115, B: 115
2024-04-19 06:06:31, R: 111, G: 113, B: 114
2024-04-19 06:07:31, R: 118, G: 119, B: 119
2024-04-19 06:08:31, R: 114, G: 114, B: 115
2024-04-19 06:09:31, R: 109, G: 110, B: 112
